NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
222,E2720800008201,府立貝塚南高等学校（屋外運動場）,大阪府貝塚市橋本620,,,,1,,1,,,1,34.42192,135.366577,
223,E2720800008202,府立貝塚南高等学校体育館,大阪府貝塚市橋本620,,,,1,,1,,,1,34.421873,135.367335,
224,E2720800009201,かいづか　いぶき温泉体育館,大阪府貝塚市蕎原2114,1,1,,1,,1,1,,1,34.370477,135.413552,
225,E2720800010202,木島小学校体育館,大阪府貝塚市三ツ松1048,1,1,,1,,1,1,,1,34.412049,135.381636,
226,E2720800010201,木島小学校（屋外運動場）,大阪府貝塚市三ツ松1048,,,,1,,1,,,1,34.411708,135.381128,
227,E2720800011202,永寿小学校体育館,大阪府貝塚市三ツ松2020,1,1,,1,,1,1,,1,34.404367,135.378659,
228,E2720800011201,永寿小学校（屋外運動場）,大阪府貝塚市三ツ松2020,,,,1,,1,,,1,34.404844,135.378915,
229,E2720800012202,東小学校体育館,大阪府貝塚市小瀬1-25-5,1,,,1,,1,1,,1,34.445565,135.367357,
230,E2720800012201,東小学校（屋外運動場）,大阪府貝塚市小瀬1-25-5,,,,1,,1,,,1,34.446401,135.368513,
231,E2720800013201,水間公園,大阪府貝塚市水間641-1,,,,1,,1,,,,34.397792,135.383687,
232,E2720800014201,ユニライフ貝塚プラージュ,大阪府貝塚市西町20-20,,,,,1,,,,,34.449316907874,135.35494914397,
233,E2720800015202,南小学校体育館,大阪府貝塚市地蔵堂286,1,,,1,,1,1,,1,34.428117,135.356869,
234,E2720800015201,南小学校（屋外運動場）,大阪府貝塚市地蔵堂286,,,,1,,1,,,1,34.427667,135.356387,
235,E2720800016201,北小学校（屋外運動場）,大阪府貝塚市中町4-1,,,,1,,1,,,1,34.449121,135.357606,
236,E2720800016203,北小学校校舎,大阪府貝塚市中町4-1,,,1,,1,,,,1,34.449380077337,135.3569843508,
237,E2720800016202,北小学校体育館,大阪府貝塚市中町4-1,1,,,1,,1,1,,1,34.449082,135.356787,
238,E2720800017201,津田小学校（屋外運動場）,大阪府貝塚市津田南町1-1,,,,1,,1,,,1,34.452192,135.362626,
239,E2720800017202,津田小学校体育館,大阪府貝塚市津田南町1-1,1,,,1,,1,1,,1,34.451663,135.362312,
240,E2720800017203,津田小学校校舎,大阪府貝塚市津田南町1-1,,,1,,1,,,,1,34.45218514892,135.3621313488,
241,E2720800018201,やすらぎ老人福祉センター,大阪府貝塚市東79-1,,,,1,,1,1,,1,34.44449,135.363227,
242,E2720800019201,青少年運動広場,大阪府貝塚市東山1-4-1,,,,1,,1,,,,34.417068,135.386148,
243,E2720800020202,東山小学校体育館,大阪府貝塚市東山5-11-1,1,1,,1,,1,1,,1,34.411573,135.390669,
244,E2720800020201,東山小学校（屋外運動場）,大阪府貝塚市東山5-11-1,,,,1,,1,,,1,34.411402,135.389868,
245,E2720800021201,山手地区公民館,大阪府貝塚市東山7-10-1,,,,1,,1,1,,1,34.407524,135.387676,
246,E2720800022202,第三中学校体育館,大阪府貝塚市東山7-4-1,1,1,,1,,1,1,,1,34.408621,135.389684,
247,E2720800022201,第三中学校（屋外運動場）,大阪府貝塚市東山7-4-1,,,,1,,1,,,1,34.409226,135.389191,
248,E2720800023202,貝塚合同宿舎４号棟,大阪府貝塚市二色1-2,,,,,1,,,,,34.447382912739,135.34624929182,
249,E2720800023201,貝塚合同宿舎５号棟,大阪府貝塚市二色1-2,,,,,1,,,,,34.446939121277,135.34561038977,
250,E2720800024203,二色学園校舎,大阪府貝塚市二色1-3-1,,,1,,1,,,,1,34.448593860172,135.34419949413,
251,E2720800024201,二色学園（屋外運動場）,大阪府貝塚市二色1-3-1,,,,1,,1,,,1,34.448176,135.344501,
252,E2720800024202,二色学園体育館,大阪府貝塚市二色1-3-1,,,,1,,1,1,,1,34.448662,135.343322,
253,E2720800025203,エルベコート二色の浜３棟,大阪府貝塚市二色2-12,,,,,1,,,,,34.447796885858,135.34234313718,
254,E2720800025205,エルベコート二色の浜１棟,大阪府貝塚市二色2-12,,,,,1,,,,,34.448258323214,135.34192331778,
255,E2720800025204,エルベコート二色の浜２棟,大阪府貝塚市二色2-12,,,,,1,,,,,34.448021787663,135.34213843114,
256,E2720800025201,エルベコート二色の浜５棟,大阪府貝塚市二色2-12,,,,,1,,,,,34.448442791265,135.3427426791,
257,E2720800025202,エルベコート二色の浜４棟,大阪府貝塚市二色2-12,,,,,1,,,,,34.448551260086,135.34241174813,
258,E2720800026202,二色学園（旧第五中学校）体育館,大阪府貝塚市二色2-3-1,,,,1,,1,1,,1,34.446177,135.343137,
259,E2720800026203,二色学園（旧第五中学校）校舎,大阪府貝塚市二色2-3-1,,,1,,1,,,,1,34.44581552045,135.34308991776,
260,E2720800026201,二色学園（旧第五中学校）（屋外運動場）,大阪府貝塚市二色2-3-1,,,,1,,1,,,1,34.445011,135.343465,
261,E2720800027201,アジュール二色の浜３号棟,大阪府貝塚市二色2-4,,,,,1,,,,,34.44568,135.344359,
262,E2720800027202,アジュール二色の浜２号棟,大阪府貝塚市二色2-4,,,,,1,,,,,34.445331,135.344674,
263,E2720800027203,アジュール二色の浜１号棟,大阪府貝塚市二色2-4,,,,,1,,,,,34.445046,135.344938,
264,E2720800028205,コスタ・ミラにしきのはま２番館,大阪府貝塚市二色2-5,,,,,1,,,,,34.446587121311,135.34463798161,
265,E2720800028202,コスタ・ミラにしきのはま４番館,大阪府貝塚市二色2-5,,,,,1,,,,,34.445606892542,135.34543052068,
266,E2720800028203,コスタ・ミラにしきのはま３番館－２,大阪府貝塚市二色2-5,,,,,1,,,,,34.446034367119,135.34556350481,
267,E2720800028204,コスタ・ミラにしきのはま３番館－１,大阪府貝塚市二色2-5,,,,,1,,,,,34.446383847952,135.34508269167,
268,E2720800028201,コスタ・ミラにしきのはま５番館,大阪府貝塚市二色2-5,,,,,1,,,,,34.446183184264,135.34444770554,
269,E2720800029201,コスタ・ミラにしきのはま１番館,大阪府貝塚市二色2-6,,,,,1,,,,,34.447368756697,135.34384318942,
270,E2720800030201,浜手地区公民館,大阪府貝塚市二色2-7-2,,,,1,,1,1,,1,34.4468,135.3436,
271,E2720800031201,市民ふれあい運動広場,大阪府貝塚市二色南町4-1,,,,1,,1,,,,34.452497,135.34038,
272,E2720800033201,府立貝塚高等学校（屋外運動場）,大阪府貝塚市畠中1-1-1,,,,1,,1,,,1,34.439817,135.359321,
273,E2720800033202,府立貝塚高等学校体育館,大阪府貝塚市畠中1-1-1,,,,1,,1,,,1,34.440618,135.359187,
274,E2720800034201,総合体育館,大阪府貝塚市畠中1-13-1,1,,,1,,1,1,,1,34.437812,135.36,
275,E2720800035201,第二中学校（屋外運動場）,大阪府貝塚市福田100,,,,1,,1,,,1,34.443041,135.366428,
276,E2720800035202,第二中学校体育館,大阪府貝塚市福田100,1,,,1,,1,1,,1,34.442678,135.365953,
277,E2720800036201,福田公園,大阪府貝塚市福田175-12,,,,1,,1,,,,34.438723,135.366919,
278,E2720800037201,青少年人権教育交流館,大阪府貝塚市福田91,,,,1,,1,1,,1,34.444,135.364366,
279,E2720800038201,アステージ貝塚北町,大阪府貝塚市北町6-29,,,,,1,,,,,34.448947178864,135.35901730412,
280,E2720800039201,パレス貝塚,大阪府貝塚市堀3-12-1,,,,,1,,,,,34.451489596399,135.35903822516,
281,E2720800040201,ユニライフ貝塚Ⅱ,大阪府貝塚市堀3-27-8,,,,,1,,,,,34.453272701464,135.35719286569,
282,E2720800041201,中央小学校（屋外運動場）,大阪府貝塚市麻生中854,,,,1,,1,,,1,34.432324,135.372243,
283,E2720800041202,中央小学校体育館,大阪府貝塚市麻生中854,1,,,1,,1,1,,1,34.4319,135.372358,
284,E2720800042202,葛城小学校体育館,大阪府貝塚市木積2032,1,1,,1,,1,1,,1,34.397945,135.392307,
285,E2720800042201,葛城小学校（屋外運動場）,大阪府貝塚市木積2032,,,,1,,1,,,1,34.398008,135.391877,
286,E2720800043201,イーズセンチュリーセントラルオフィスビル,大阪府貝塚市脇浜1-16-9,,,,,1,,,,,34.439552974554,135.34936939954,
287,E2720800044201,西小学校（屋外運動場）,大阪府貝塚市脇浜4-6-1,,,,1,,1,,,1,34.439956,135.347994,
288,E2720800044203,西小学校校舎,大阪府貝塚市脇浜4-6-1,,,1,,1,,,,1,34.440203351335,135.34761523361,
289,E2720800044202,西小学校体育館,大阪府貝塚市脇浜4-6-1,1,,,1,,1,1,,1,34.439708,135.347432,
290,E2720800047201,市営沢団地住宅,大阪府貝塚市澤1090,,,,,1,,,,,34.438517,135.342094,
291,E2720800048201,グレイスコートたちばな,大阪府貝塚市澤157-3,,,,,1,,,,,34.430567,135.341084,
292,E2720800049201,アーク八品,大阪府貝塚市澤485-1,,,,,1,,,,,34.43403,135.339765,
293,E2720200003202,大芝小学校（運動場）,大阪府岸和田市磯上町2-4-1,,1,,1,,1,,,1,34.48601975745,135.38817027372,
294,E2720200003201,大芝小学校　（３階廊下）,大阪府岸和田市磯上町2-4-1,,,1,,1,,,,1,34.485666020809,135.38825610442,
295,E2720200007201,山直南小学校（運動場）,大阪府岸和田市稲葉町20,1,1,1,1,1,1,1,,1,34.433606736331,135.43690939794,
296,E2720200009201,桜台中学校（運動場）,大阪府岸和田市下松町1225,1,1,1,1,1,1,1,,1,34.451421801882,135.40634596363,
297,E2720200125201,常盤小学校（運動場）,大阪府岸和田市下松町4-6-1,1,1,1,1,1,1,1,,1,34.454598,135.397972,
298,E2720200012201,八木北小学校（運動場）,大阪府岸和田市下池田町3-6-4,1,1,1,1,1,1,1,,1,34.470819141982,135.40636406406,
299,E2720200014201,野村中学校（３階廊下）,大阪府岸和田市下野町2-13-18,,,1,,1,,,,1,34.472208956472,135.37735979301,
300,E2720200014202,野村中学校（運動場）,大阪府岸和田市下野町2-13-18,1,1,,1,,1,1,,1,34.472746280065,135.37680189352,
301,E2720200017201,東葛城小学校（運動場）,大阪府岸和田市河合町1833-4,1,,1,1,1,1,1,,1,34.406906693317,135.41611184736,
302,E2720200019201,大阪府立岸和田高校　（３階廊下及び４階廊下）,大阪府岸和田市岸城町10-1,,,1,,1,,,,1,34.458241621667,135.37157887693,
303,E2720200020201,千亀利公園,大阪府岸和田市岸城町1823-1,1,1,,1,,1,1,,,34.459913621329,135.36996913067,
304,E2720200022201,岸和田市貝塚市クリーンセンター（４階作業場（ゴミプラットホーム））,大阪府岸和田市岸之浦町1-2,,,1,,1,,,,,34.476551263622,135.35477144968,
305,E2720200024201,大宮小学校（運動場）,大阪府岸和田市宮前町7-1,1,1,1,1,1,1,1,,1,34.469002384215,135.38800549544,
306,E2720200025201,浪切ホール（２階ラウンジ及び２階廊下、３階屋根部屋及び３階機械置場並びに４階廊下）,大阪府岸和田市港緑町1-1,,,1,,1,,,,1,34.466216910907,135.36987726021,
307,E2720200027201,城北小学校（運動場）,大阪府岸和田市荒木町2-1-1,,1,1,1,1,1,,,1,34.476628978183,135.39680382418,
308,E2720200030201,新条小学校（運動場）,大阪府岸和田市荒木町2-4-33,,1,1,1,1,1,,,1,34.476358251748,135.39942667334,
309,E2720200031201,北公園,大阪府岸和田市荒木町2-40-1,,1,1,1,1,1,,,,34.476182811134,135.39768154271,
310,E2720200033201,市立公民館・中央地区公民館（３階会議室及び３階ロビー並びに４階多目的室及び４階ロビー）,大阪府岸和田市堺町1-1,,,1,,1,,,,1,34.461679114748,135.3730013131,
311,E2720200034201,中央小学校（運動場）,大阪府岸和田市堺町1-10,1,1,,1,,1,1,,1,34.461889022529,135.3720251069,
312,E2720200035201,きしわだ自然資料館（屋上）,大阪府岸和田市堺町6-5,,,1,,1,,,,,34.462410270717,135.37063123874,
313,E2720200040201,蜻蛉池公園,大阪府岸和田市三ケ山町701,1,1,1,1,1,1,1,,,34.433158535691,135.41866731754,
314,E2720200041201,山直中学校（運動場）,大阪府岸和田市三田町1030,,1,1,1,1,1,,,1,34.458258316784,135.42764065228,
315,E2720200042201,城東小学校（運動場）,大阪府岸和田市三田町146,1,1,1,1,1,1,1,,1,34.460890821544,135.4305545545,
316,E2720200045202,浜小学校（運動場）,大阪府岸和田市紙屋町12-20,1,1,,1,,1,1,,1,34.462300669179,135.36710293721,
317,E2720200045201,浜小学校（３階教室及び３階廊下）,大阪府岸和田市紙屋町12-20,,,1,,1,,,,1,34.462669985158,135.36652894449,
318,E2720200046201,北中学校（運動場）,大阪府岸和田市春木旭町33-1,1,1,1,1,1,1,1,,1,34.477861860382,135.3953743618,
319,E2720200047202,春木小学校（運動場）,大阪府岸和田市春木宮川町11-13,1,1,,1,,1,1,,1,34.480030297224,135.38758919374,
320,E2720200047201,春木小学校（３階教室、３階会議室及び３階廊下）,大阪府岸和田市春木宮川町11-13,,,1,,1,,,,1,34.47959251648,135.38751945631,
321,E2720200049201,ラパーク岸和田（３階駐車場、４階駐車場及び屋上駐車場）,大阪府岸和田市春木若松町21-1,,,1,,1,,,,1,34.479440042615,135.39222455544,
322,E2720200050201,岸和田競輪場（周辺駐車場を含む。）,大阪府岸和田市春木若松町22,,1,,1,,1,,,,34.482522505827,135.39318979524,
323,E2720200051201,春木台場青少年広場,大阪府岸和田市春木泉町20-48,1,1,,1,,1,1,,,34.476622856649,135.37867525826,
324,E2720200052201,春木南地車庫（２階）,大阪府岸和田市春木泉町3,,,1,,1,,,,,34.477225028089,135.38210061951,
325,E2720200053201,八木南小学校（運動場）,大阪府岸和田市小松里町768-1,1,1,1,1,1,1,1,,1,34.46058651932,135.40476487858,
326,E2720200055202,春木中学校（運動場）,大阪府岸和田市松風町10-65,,1,,1,,1,,,1,34.484020086085,135.38408722839,
327,E2720200055201,春木中学校（３階廊下及び屋上）,大阪府岸和田市松風町10-65,,,1,,1,,,,1,34.483975868027,135.38522448502,
328,E2720200056201,上松公園（ときわ公園）,大阪府岸和田市上松町２１外,1,1,1,1,1,1,1,,,34.454134218517,135.39009161276,
329,E2720200057201,朝陽小学校（３階廊下）,大阪府岸和田市上野町西1-28,,,1,,1,,,,1,34.466627347708,135.37882575744,
330,E2720200057202,朝陽小学校（運動場）,大阪府岸和田市上野町西1-28,1,1,,1,,1,1,,1,34.466514,135.379304,
331,E2720200058201,牛ノ口公園,大阪府岸和田市上野町東205-1,1,1,,1,,1,1,,,34.465625297407,135.38191900742,
332,E2720200061201,中央公園,大阪府岸和田市西之内町8-2,1,1,1,1,1,1,1,,,34.469689211468,135.3939515426,
333,E2720200064201,八木小学校（運動場）,大阪府岸和田市大町3-22-1,,1,1,1,1,1,,,1,34.46869,135.410377,
334,E2720200065201,八木運動広場,大阪府岸和田市大町4-10-1,1,1,1,1,1,1,1,,,34.466212448656,135.41088593711,
335,E2720200066201,浜工業公園,大阪府岸和田市地蔵浜町10-1,1,1,,1,,1,1,,,34.460386889774,135.36185276619,
336,E2720200069201,久米田中学校（運動場）,大阪府岸和田市池尻町705,1,1,1,1,1,1,1,,1,34.457035003906,135.4092683544,
337,E2720200070201,久米田公園,大阪府岸和田市池尻町918,1,1,1,1,1,1,1,,,34.454643,135.420904,
338,E2720200071201,天神山小学校（運動場）,大阪府岸和田市天神山町1-1-1,1,1,1,1,1,1,1,,1,34.429398605292,135.3934266434,
339,E2720200074201,山直北小学校（運動場）,大阪府岸和田市田治米町460,,1,1,1,1,1,,,1,34.459925879723,135.42656391974,
340,E2720200075201,修斉小学校（運動場）,大阪府岸和田市土生滝町521,1,1,1,1,1,1,1,,1,34.427482202819,135.40728781817,
341,E2720200128201,土生中学校（運動場）,大阪府岸和田市土生町12-10-1,1,1,1,1,1,1,1,,1,34.444565,135.396016,
342,E2720200078201,中島池公園,大阪府岸和田市土生町13-694-1,1,1,1,1,1,1,1,,,34.443073089954,135.39655076327,
343,E2720200081201,今池公園,大阪府岸和田市土生町2-828-1,1,1,1,1,1,1,1,,,34.452511733138,135.38000042088,
344,E2720200080201,葛城中学校（運動場）,大阪府岸和田市土生町213-1,1,1,1,1,1,1,1,,1,34.436661976984,135.40277669223,
345,E2720200083201,土生公園,大阪府岸和田市土生町4-4405,1,1,1,1,1,1,1,,,34.449065,135.386334,
346,E2720200127201,旭小学校（運動場）,大阪府岸和田市土生町7-5-15,1,1,1,1,1,1,1,,1,34.442017,135.390974,
347,E2720200087201,光陽中学校（運動場）,大阪府岸和田市藤井町3-6-6,1,1,1,1,1,1,1,,1,34.462374159123,135.38655686077,
348,E2720200089201,山滝小学校（運動場）,大阪府岸和田市内畑町1041,1,1,1,1,1,1,1,,1,34.413166934851,135.43817586603,
349,E2720200090201,山滝中学校（運動場）,大阪府岸和田市内畑町166-3,1,1,1,1,1,1,1,,1,34.4176148581,135.43934436929,
350,E2720200091201,南公園,大阪府岸和田市南上町1-431-1,1,1,1,1,1,1,1,,,34.454132293033,135.36845730605,
351,E2720200093201,鴨田池青少年広場,大阪府岸和田市南上町2-290,1,1,1,1,1,1,1,,,34.452325965181,135.37242461936,
352,E2720200092201,城内小学校（運動場）,大阪府岸和田市南上町2-3-1,1,1,1,1,1,1,1,,1,34.453426047786,135.37239344795,
353,E2720200095201,太田小学校（運動場）,大阪府岸和田市畑町3-12-1,1,1,1,1,1,1,1,,1,34.441627151137,135.38676481889,
354,E2720200097201,葛城運動広場,大阪府岸和田市畑町4-2-1,1,1,1,1,1,1,1,,,34.441009727661,135.3904635059,
355,E2720200098201,春木運動広場,大阪府岸和田市八幡町6-11,,1,,1,,1,,,,34.48152450137,135.39051715008,
356,E2720200099201,八幡山公園,大阪府岸和田市八幡町779-4,,1,,1,,1,,,,34.483190728903,135.38845286857,
357,E2720200100201,菊ケ池青少年広場,大阪府岸和田市尾生町1067-2,1,1,1,1,1,1,1,,,34.444761497375,135.40635201785,
358,E2720200104201,光明小学校（運動場）,大阪府岸和田市尾生町564,1,1,1,1,1,1,1,,1,34.44363046415,135.41197614789,
359,E2720200107201,東光小学校（運動場）,大阪府岸和田市別所町2-1-30,1,1,1,1,1,1,1,,1,34.45880589449,135.38192936694,
360,E2720200110201,産業高等学校（運動場）,大阪府岸和田市別所町3-33-1,1,1,1,1,1,1,1,,1,34.461119678477,135.39037136699,
361,E2720200109201,宮の池公園,大阪府岸和田市別所町３－１０２－１外５筆,1,1,1,1,1,1,1,,,34.456529735113,135.3846310264,
362,E2720200112201,岸和田市役所別館（３階廊下、４階廊下及び屋上）,大阪府岸和田市本町6-1,,,1,,1,,,,,34.461010912054,135.36987381198,
363,E2720200114201,大阪木材商業会館（３階廊下及び屋上）,大阪府岸和田市木材町15-8,,,1,,1,,,,,34.486516548118,135.37810930373,
364,E2720200116201,岸城中学校（運動場）,大阪府岸和田市野田町2-19-19,1,1,1,1,1,1,1,,1,34.45567311509,135.37879406494,
365,E2720200117201,野田公園,大阪府岸和田市野田町2-215-1,1,1,1,1,1,1,1,,,34.45501980535,135.37942642815,
